1.837824027331290822e+01,4.846441816418727733e+00,3.068690691627668699e+01,9.930370875543836462e+00,6.877093106843926940e+00,8.683120781283987455e+00,1.887440293930369162e-01,9.692727252136684735e-02,3.097229463341052424e-01,1.027533242282437503e-01,1.377363936054092075e-01,9.083334899401884766e-02
1.798489234364869205e+01,4.736247554493264289e+00,3.031787384104327643e+01,9.720690233329547070e+00,6.752755293767156886e+00,8.484817144224665597e+00,1.909644954899772373e-01,9.473158408588025492e-02,3.095964724349447028e-01,1.049998049128614136e-01,1.354824042869263168e-01,9.400086567639229229e-02
1.760186400155444630e+01,4.640905623854019169e+00,2.995523307746750774e+01,9.520027244049622084e+00,6.633238243473398299e+00,8.301642028930750428e+00,1.927648357208947005e-01,9.272938541798550482e-02,3.092220142741937683e-01,1.069109733779831789e-01,1.332985012314300277e-01,9.668300106469843169e-02
1.716361202747162551e+01,4.535839641377244824e+00,2.953533914517963765e+01,9.290416895911516093e+00,6.494643778459820993e+00,8.092008902648490931e+00,1.946656114366877577e-01,9.052171350123611182e-02,3.086806372262419496e-01,1.090004757182838208e-01,1.307684253441952216e-01,9.963652674198417158e-02
1.680187783871732421e+01,4.450788660077902748e+00,2.917990942777028351e+01,9.099927308059164943e+00,6.377168891703226095e+00,7.916245772341336639e+00,1.961099391908470158e-01,8.873669613136773993e-02,3.081009815572107735e-01,1.106384568010002761e-01,1.286333502645103655e-01,1.019508143922484289e-01
1.647115384070479394e+01,4.344428195177830077e+00,2.882834113398688203e+01,8.914888302570622258e+00,6.263801370808657509e+00,7.724845461336825814e+00,1.968351834639308906e-01,8.660450049622478441e-02,3.072546765079662290e-01,1.119092499027161403e-01,1.265287607566166761e-01,1.039707272518026193e-01
1.602882133034107071e+01,4.245684824319393869e+00,2.836907188972626059e+01,8.681553246510931743e+00,6.117151135656493821e+00,7.508784198492721274e+00,1.978488384943621614e-01,8.448358805643282898e-02,3.060082414958733010e-01,1.134583150156125708e-01,1.238273334704513007e-01,1.062706397522588664e-01
1.582554978583830518e+01,4.170911474576290523e+00,2.813831462572023057e+01,8.563302583468230367e+00,6.041685573283120725e+00,7.378389750125363911e+00,1.981605057913907730e-01,8.303622082172829044e-02,3.053346135225411540e-01,1.141591503266372321e-01,1.224389890686075899e-01,1.074009445014665332e-01
1.544303389151007266e+01,4.108627605814199057e+00,2.774338285089572054e+01,8.368909490235356685e+00,5.918014765253400533e+00,7.212395908933497246e+00,1.988733957245044648e-01,8.159428630175313835e-02,3.041113790161220631e-01,1.153432650742424459e-01,1.201510540397625615e-01,1.091488116019577459e-01
1.521283367361342620e+01,4.024267879785120350e+00,2.746461131604338846e+01,8.234746153601461671e+00,5.830346846975633213e+00,7.064031453436569130e+00,1.987945974787005410e-01,7.993254603484788168e-02,3.029950500374586353e-01,1.158542897944392358e-01,1.185177753839695008e-01,1.100621624577679536e-01
