1.837442134657207049e+01,4.857467904219189059e+00,3.067386324077495630e+01,9.911944665043854741e+00,6.886158492417023602e+00,8.657675893672534428e+00,4.732214832340722044e-01,1.236411565085493852e-01,7.742771193918498440e-01,2.561772809778016802e-01,1.739195072485581750e-01,2.258890865339090448e-01
1.797432328212888208e+01,4.763978692151352057e+00,3.028740179546449696e+01,9.678478140986937817e+00,6.772834071399494782e+00,8.427224842311890285e+00,4.804802825732634175e-01,1.245598128438986651e-01,7.738610589503540638e-01,2.609589093359875323e-01,1.732551714663621567e-01,2.323845998703830684e-01
1.758677601998733664e+01,4.680540476823044749e+00,2.990859093238005428e+01,9.455342075580661643e+00,6.663139368154230802e+00,8.212124588835211014e+00,4.864008461952328277e-01,1.247969652890737746e-01,7.726438789220133607e-01,2.646453435414970468e-01,1.724621575312169364e-01,2.372206368209892335e-01
1.714420892117753326e+01,4.587923120121092602e+00,2.947088172685562313e+01,9.200738311736342823e+00,6.536017847498555966e+00,7.967053975579631242e+00,4.928615738264440771e-01,1.249364096826453135e-01,7.710105525332873189e-01,2.686501955284295029e-01,1.715546649263200996e-01,2.424918981999018286e-01
1.677914562525515052e+01,4.512601932578615305e+00,2.910151473689273516e+01,8.990355233157144355e+00,6.428546427073281500e+00,7.763912364346962747e+00,4.978753262145049208e-01,1.249547058498276381e-01,7.693866866019545281e-01,2.717703212028472759e-01,1.708204442342550200e-01,2.466581057898381002e-01
1.643749535447276600e+01,4.421769872092660592e+00,2.873594194926855749e+01,8.785096315780140941e+00,6.323330359039402992e+00,7.551194742485267675e+00,5.007372527813397367e-01,1.257085258306702702e-01,7.671705545705264084e-01,2.740836422578209475e-01,1.698739586721547956e-01,2.507793542140113185e-01
1.599028504052762933e+01,4.331859306618687455e+00,2.826067452395476565e+01,8.527841947531090483e+00,6.187732298966777122e+00,7.303608652346431640e+00,5.046489971311121092e-01,1.252773546420855033e-01,7.637387792292341659e-01,2.765017035746762941e-01,1.686879483920879497e-01,2.543234097764093815e-01
1.577926316581226018e+01,4.268795333084513643e+00,2.802185356068001454e+01,8.397612124584728832e+00,6.118140642057874778e+00,7.162901627028324114e+00,5.062117909248050607e-01,1.259716793895944431e-01,7.621937011825595798e-01,2.779435268401564962e-01,1.681319837599880018e-01,2.571229860111292065e-01
1.539735936027376262e+01,4.207997329858577551e+00,2.761471499526209428e+01,8.184290444911093587e+00,6.003359509100655522e+00,6.968660427814858949e+00,5.091615860231623047e-01,1.248560502203961420e-01,7.587304463260352572e-01,2.794214870176540688e-01,1.670428967114535868e-01,2.589337897982602055e-01
1.515761220678458265e+01,4.135625894136017777e+00,2.732734689216298918e+01,8.036570808794570198e+00,5.921655313016640498e+00,6.809442075952818030e+00,5.095823666368357596e-01,1.253830250404139590e-01,7.560340195870707269e-01,2.801698820716954641e-01,1.662275726619133198e-01,2.610692099849563630e-01
1.470355075892965147e+01,4.046920577813142295e+00,2.681391555034699081e+01,7.775848704753125951e+00,5.776118722531685457e+00,6.559337348726374195e+00,5.122547430945526559e-01,1.247332586398412213e-01,7.513797495939446014e-01,2.817792690722294990e-01,1.649201172025216433e-01,2.636895642029580267e-01
1.452093821140105767e+01,4.000581399097274726e+00,2.659122266337803353e+01,7.667397789791088769e+00,5.714927186876237464e+00,6.449041626625552581e+00,5.118868332490663642e-01,1.245765719814144190e-01,7.487413928099817539e-01,2.817150017569606812e-01,1.641483806648903476e-01,2.642770078357874475e-01
1.414405389663009238e+01,3.917328401858117370e+00,2.614359128956249023e+01,7.447463727712489323e+00,5.587782680102888477e+00,6.231923714516930168e+00,5.135324862124780454e-01,1.243199664105073682e-01,7.443825566374334679e-01,2.828300208826928785e-01,1.630518976715933654e-01,2.664402579803122895e-01
1.387373477860249338e+01,3.863445425482382234e+00,2.581546639505020835e+01,7.292772402438850499e+00,5.499089366089013886e+00,6.084455532075145001e+00,5.130812719640481800e-01,1.235869554207941756e-01,7.403034549350221427e-01,2.825599692856045619e-01,1.618921853732034621e-01,2.667115214225791453e-01
1.363064095351340654e+01,3.783419591385999148e+00,2.549040086102269953e+01,7.142215238442130243e+00,5.408345280563725765e+00,5.920912481663614280e+00,5.120749859140416582e-01,1.239820746668113260e-01,7.362922563192789704e-01,2.823743923687311863e-01,1.608912885807519400e-01,2.677661958560231814e-01
1.330841513224538097e+01,3.738592257772755723e+00,2.510977219734647292e+01,6.964693570116584631e+00,5.304041540864714577e+00,5.763675810556937229e+00,5.131768028322538644e-01,1.227931381325414739e-01,7.320410396996941405e-01,2.827395323850140918e-01,1.598391470033521111e-01,2.682956570945421726e-01
1.312316776341722857e+01,3.680430727554339754e+00,2.484825589751704911e+01,6.851884480336702055e+00,5.233874398674777773e+00,5.644241110329272004e+00,5.114295335553054045e-01,1.227979798385373800e-01,7.282200586518973173e-01,2.819219433093588245e-01,1.589078686569612153e-01,2.682472864492568831e-01
1.296359385805927467e+01,3.638071515692479441e+00,2.463614465254950048e+01,6.757723143119082287e+00,5.176257219441861679e+00,5.549500744130517305e+00,5.107211256912443931e-01,1.226205898202557404e-01,7.253839709960757665e-01,2.815712260331587058e-01,1.581913141958049551e-01,2.683522152743137434e-01
1.253048264258412736e+01,3.542097037533561643e+00,2.406004571483477505e+01,6.508511702927339826e+00,5.021180890778567552e+00,5.309533451003561666e+00,5.093198252402556525e-01,1.217594615221249399e-01,7.176859038974231497e-01,2.807312570295472653e-01,1.564100340319171667e-01,2.683820643362695435e-01
1.237699867778768947e+01,3.506041264977949101e+00,2.385219243135643552e+01,6.420099985249732910e+00,4.965941740069482968e+00,5.224231278069547457e+00,5.084874237512986284e-01,1.214344718518788335e-01,7.147471126135624964e-01,2.802342084528702815e-01,1.556921342916903206e-01,2.681946825434595172e-01
